1	-1	14124233	14124335	RNU6-1265P
3	1	10330229	10330285	MIR378B
16	1	76868936	76869019	MIR4719
4	1	39399149	39399248	RNU6-887P
9	1	32820261	32820350	RF00019
3	1	96359964	96360039	MIR8060
17	1	32350109	32350202	MIR632
5	-1	149606637	149606741	RNU6-588P
22	1	18615581	18615900	RF00017
9	1	133350847	133350912	SNORD36C
18	-1	21829004	21829088	MIR1-2
4	-1	36426366	36426428	MIR1255B1
1	1	173921070	173921200	RNA5SP67
18	1	22933349	22933438	MIR4741
20	1	45004348	45004454	RF00019
17	1	29777619	29777744	RF00156
4	1	78820752	78820821	AC098818.3
X	1	41316488	41316589	RF00019
19	-1	39829716	39829802	MIR6719
20	1	62554306	62554376	MIR1-1
X	-1	80857076	80857202	RF01225
1	-1	39120940	39121043	RNU6-608P
6	1	33207835	33207944	MIR219A1
1	1	162338643	162338742	RNA5SP61
20	1	63919561	63919632	MIR941-3
12	-1	54255627	54255910	RN7SL390P
8	-1	8088941	8089089	MIR548I3
2	1	131229607	131229713	RNU6-127P
7	-1	97013925	97014066	RF01778
3	-1	128141875	128141977	RNU6-823P
3	-1	72926955	72927237	RF00017
9	-1	21512115	21512185	MIR31
5	-1	51167541	51167647	RNU6-1296P
5	1	51886688	51886769	RNA5SP182
12	-1	33923374	33923480	RNU6-472P
18	1	8471831	8472128	RN7SL50P
9	1	91636251	91636361	MIR3910-1
X	1	115545637	115545717	RF00264
22	-1	20249134	20249211	MIR1286
X	1	31348192	31348296	RNU6-894P
3	-1	125790404	125790552	MIR548I1
9	-1	128244947	128245030	MIR3154
7	1	79654109	79654227	RNA5SP234
20	1	18592330	18592619	RN7SL638P
4	-1	78632273	78632385	RF00019
5	1	112778363	112778469	RNU6-482P
4	1	152536428	152536516	MIR4453
X	-1	38023895	38023986	MIR548AJ2
20	-1	1529056	1529159	RNU6-917P
2	1	11517397	11517503	RNA5SP84
6	-1	35664717	35664789	MIR5690
7	-1	116909877	116909964	RF00019
2	1	43892690	43892796	RNU6-1048P
6	-1	71403551	71403621	MIR30A
X	-1	152393421	152393529	MIR767
3	1	15339749	15339855	RNU6-454P
8	-1	100831728	100831860	RNU4-83P
7	-1	25949919	25949986	MIR148A
14	-1	37434469	37434573	RNU6-886P
4	-1	168686608	168686716	RNU6-1336P
1	-1	55376526	55376852	RN7SKP291
7	1	102465742	102465826	MIR5090
13	-1	24703556	24703665	RNY1P7
12	-1	110360452	110360746	RN7SL769P
8	1	25345402	25345474	MIR6876
11	1	124636459	124636592	RNA5SP352
20	-1	36668559	36668670	RF00019
2	1	81967079	81967374	RN7SL201P
2	-1	194664107	194664174	RF00273
13	-1	45336314	45336447	RF00322
X	1	39837561	39837613	MIR1587
16	1	59004213	59004494	RF00017
8	-1	106729795	106729856	RNU7-84P
4	-1	158794590	158794696	RNU6-128P
14	1	100969879	100969952	SNORD114-13
9	1	32293558	32293692	RNA5SP281
12	1	97564174	97564327	RF01971
2	-1	28972414	28972521	RF00019
17	1	7577955	7578091	SNORA67
2	-1	199901081	199901377	RN7SL717P
5	1	7980146	7980304	RNU1-76P
X	-1	119646738	119646848	MIR766
6	1	22085544	22085918	RN7SKP240
1	-1	148038753	148038916	RNVU1-7
10	-1	21455236	21455515	RF00017
6	-1	7187582	7187686	RF00019
9	1	95859904	95860016	RNU2-46P
6	1	33540694	33541000	RN7SL26P
3	1	90030284	90030495	RF00012
2	-1	27475494	27475595	RNU6-986P
17	1	75041740	75042015	RN7SL573P
18	-1	22130603	22130729	RNU6ATAC20P
14	-1	98351367	98351664	RN7SL714P
13	1	48429269	48429554	RF00017
10	-1	33034655	33034924	RN7SL847P
2	1	76772909	76773045	RNA5SP98
20	1	3384229	3384440	RF00012
18	1	58600631	58600698	SNORA108
11	-1	3048359	3048521	RNU1-91P
12	1	116782105	116782208	RNU6-558P
11	-1	74968189	74968292	RNU6-216P
7	-1	6047721	6048023	RN7SL851P
11	1	123301390	123301523	RF00096
1	1	244943910	244944216	RN7SKP55
X	1	87146733	87146804	RF00279
1	-1	202914880	202914980	RF00019
17	-1	21229334	21229628	RN7SL426P
17	-1	36491199	36491322	RNA5SP439
20	-1	39349094	39349392	RN7SL680P
2	-1	79636862	79636963	RNU6-561P
17	-1	60662333	60662437	RNU6-623P
22	1	41679711	41679817	RNU6-476P
14	1	100974806	100974880	SNORD114-17
14	1	103337849	103337974	SNORA28
21	-1	23432181	23432282	RF00019
10	1	86052448	86052566	RNA5SP322
12	1	64575665	64575741	RF00137
5	1	79534853	79534954	RF00019
5	1	181007281	181007384	RNU6-1036P
12	-1	101871742	101871801	RNU6-1183P
5	-1	69530613	69530717	RNU6-724P
Y	-1	18346123	18346238	RNA5SP522
12	1	76315751	76316048	RN7SKP172
2	1	31228312	31228410	RNA5SP90
8	-1	76265543	76265732	RNU2-54P
2	-1	231455800	231455936	SNORA75
9	-1	83596444	83596584	RNU4-15P
22	-1	23879493	23879790	RN7SL268P
7	1	69125270	69125376	RNU6-832P
11	-1	62855292	62855366	SNORD26
10	-1	73192223	73192325	RF00019
5	1	165609441	165609679	RN7SKP60
11	1	24455911	24456010	RF00019
11	-1	115627082	115627185	RF01210
3	1	154329716	154329819	RF01210
20	-1	21424758	21425041	RN7SKP140
21	-1	32841861	32841995	RF00156
2	-1	171856566	171856670	RNU6-182P
7	1	116959593	116959805	RF02190
6	1	28977475	28977773	RN7SL471P
9	1	100102559	100102839	RN7SL75P
3	1	181968459	181968681	RN7SKP265
21	1	5597390	5597490	RF00019
2	1	191121950	191122056	RNU6-959P
3	1	195553792	195554043	RN7SL73P
4	-1	153381729	153382015	RN7SL419P
3	-1	157173918	157174040	RNA5SP146
X	1	101915589	101915695	RNU6-345P
4	1	113419840	113420136	RN7SL184P
16	1	26028912	26029025	RNA5SP405
6	-1	88714242	88714430	RF00045
15	-1	64445130	64445243	RF00019
X	1	10582817	10582919	RNU6-800P
2	1	75489576	75489710	RF01233
2	-1	202357076	202357417	RN7SL40P
3	1	183453814	183453944	SNORA63E
19	-1	49764524	49764630	RNU6-841P
X	1	119434519	119434820	RN7SL118P
6	1	67625356	67625464	RF00019
7	-1	144849755	144850084	RN7SKP174
14	1	20090130	20090227	RNA5SP380
1	-1	228643809	228643927	RNA5S16
6	1	32352877	32352983	RNU6-603P
12	1	13683542	13683886	RN7SKP162
15	1	80663772	80663878	RNU6-380P
11	1	108084913	108085014	RF00019
15	1	25091786	25091877	SNORD116-23
15	1	44962830	44962933	RNU6-1332P
2	1	127017421	127017482	RNU7-182P
14	1	49839725	49839827	RNU6-539P
16	1	14643788	14643849	RNU7-125P
8	-1	47805079	47805179	RF00019
11	1	4756645	4756797	RF00091
1	-1	248912690	248912795	RNU6-1205P
20	-1	41712479	41712600	RF00568
6	1	19438283	19438418	RNA5SP205
19	-1	223158	223261	RNU6-1076P
2	1	202291332	202291421	SNORD11B
14	-1	21429508	21429806	RN7SL650P
14	1	100966029	100966100	SNORD114-9
X	1	53909054	53909161	RNA5SP505
19	-1	53732981	53733083	RNU6-980P
4	-1	9711953	9712233	RF00017
17	1	4882975	4883316	RN7SL784P
11	-1	33171381	33171490	RF00019
5	1	76712763	76712861	RF02155
1	1	205684018	205684307	RF00017
9	-1	86422938	86423128	RNU2-36P
3	-1	87742543	87742649	RNU6-873P
1	-1	229535064	229535189	RNU4-21P
20	1	38872770	38873074	RN7SL116P
2	-1	81496214	81496327	RNA5SP99
4	-1	11414051	11414160	RNA5SP156
9	1	133350095	133350168	SNORD36B
8	1	36764445	36764551	RNA5SP264
1	-1	7982881	7982983	RF00019
1	1	28481362	28481480	RNU6ATAC27P
12	1	130906838	130906949	RF00019
8	1	94655911	94656208	RF00017
19	-1	6572956	6573057	RF00019
6	1	14646535	14646638	RNU6-793P
1	1	44775864	44775943	SNORD55
7	1	116953214	116953324	RF02180
13	1	49095391	49095492	RNY3P2
2	1	196289409	196289707	RN7SL820P
17	-1	41730127	41730405	RN7SL399P
16	1	47505432	47505543	RNA5SP425
10	-1	87832818	87833098	RN7SL78P
4	1	139185441	139185746	RN7SL311P
3	-1	177624282	177624409	RF00425
3	-1	77811741	77811844	RNU6-217P
11	-1	3665164	3665259	RF00019
5	1	140726158	140726246	VTRNA1-3
2	1	200373175	200373269	RNY4P34
15	-1	65696833	65696936	SNORD13E
1	1	164639565	164639671	RNU6-171P
9	1	22046758	22046901	RF02045
6	1	30058115	30058190	RF02219
3	-1	133710076	133710167	RNA5SP140
3	1	150241777	150241860	RF00004
4	1	39441665	39441764	RF00019
7	-1	146208665	146208819	RF02271
1	-1	228630390	228630508	RNA5S10
1	-1	228632631	228632749	RNA5S11
3	1	36685040	36685369	RN7SKP227
20	1	31356870	31356978	RNA5SP480
20	1	43063326	43063609	RN7SKP100
14	1	56824986	56825092	RNU6-1204P
1	-1	117688621	117688742	RF00561
5	1	119445716	119445833	RNA5SP190
5	1	32134738	32134834	RF00019
1	1	50582404	50582511	RNU6-1026P
2	-1	10446714	10446849	SNORA80B
6	-1	141486141	141486412	RN7SKP106
15	1	100638363	100638457	RF00019
2	-1	114005440	114005655	RF00012
4	1	168885355	168885461	RNU6-853P
10	1	43341786	43341910	RNU6ATAC11P
14	1	100943451	100943524	SNORD113-8
1	-1	153012482	153012614	RF00322
X	-1	135428168	135428285	RNA5SP515
8	1	74048677	74048784	RNU6-1300P
10	-1	76835377	76835502	RF00322
13	1	27255401	27255526	SNORA27
1	-1	92969604	92969710	RNU6-970P
11	1	93556913	93557206	RN7SL223P
9	-1	62358191	62358285	RF00156
1	-1	8979576	8979874	RN7SL451P
8	1	59455885	59456010	RNA5SP267
20	1	47904348	47904423	RNU7-92P
21	1	8205851	8205940	RF01518
6	1	158437797	158438088	RN7SL173P
14	1	31142939	31143048	RNU6-541P
11	-1	76404140	76404252	RF00019
16	1	35755177	35755285	RNA5SP423
1	1	10616836	10617115	RN7SL614P
X	1	139909904	139910034	RF00425
14	-1	66177527	66177635	RF00019
13	1	50075570	50075653	RF02109
2	1	24045835	24045938	RNU6-370P
1	-1	247607126	247607201	RF00026
1	1	28507366	28507571	SNORA73A
1	1	3736943	3737103	RF02197
21	1	42221173	42221286	RNA5SP492
2	1	230507101	230507386	RN7SL834P
1	-1	111490317	111490423	RNU6-792P
3	1	86125216	86125287	RF00342
1	1	67196140	67196243	RNU6-586P
17	1	48880840	48880967	RF00263
15	-1	21102843	21103138	RN7SL400P
9	-1	15525782	15526081	RN7SL98P
14	1	32202045	32202151	RNU6-7
2	1	21922993	21923288	RN7SL117P
8	1	129290983	129291275	RN7SKP206
2	1	97100587	97100874	RN7SL313P
11	1	32436797	32437030	RF02205
13	1	45060729	45061086	RN7SKP3
3	1	125516979	125517086	RF00019
8	-1	42949388	42949495	RF00019
5	1	88382772	88382907	RF00156
7	-1	53490148	53490439	RN7SKP218
20	-1	29741510	29741661	RF00002
2	1	134231195	134231312	RNA5SP104
19	-1	16539688	16539984	RN7SL146P
2	-1	187122562	187122861	RN7SKP42
X	1	74293357	74293574	RF02122
10	-1	101952605	101952704	RF00019
13	1	40226827	40226932	RNY3P9
1	-1	28881726	28881835	RF00019
14	-1	68149617	68149908	RN7SL706P
15	1	25051477	25051571	SNORD116-1
7	-1	14010669	14010763	RF00019
2	1	59647621	59647723	RNU6-508P
8	-1	70480192	70480487	RN7SL203P
12	-1	25779287	25779569	RN7SKP262
14	1	100955370	100955439	SNORD114-5
16	-1	30419625	30419759	SNORA80C
1	-1	87453240	87453373	RNA5SP52
4	-1	139256657	139256760	RNU6-1074P
10	-1	12924679	12924785	RNA5SP300
1	1	37885023	37885117	RNU6-584P
11	1	75400391	75400538	SNORD15A
1	-1	148014417	148014583	RNU1-129P
2	1	74319399	74319501	RNU6-542P
2	1	191682452	191682633	RF02271
9	-1	41573512	41573606	RF00156
16	-1	2155023	2155105	SNORD60
5	-1	104780288	104780389	RNU6-334P
17	-1	58677574	58677737	RNU1-52P
4	-1	166918364	166918478	RNA5SP171
1	-1	11909808	11909927	RNU5E-4P
1	1	90657750	90657964	SNORD3G
4	-1	182631454	182631688	RN7SKP67
22	1	20481158	20481268	RF00019
1	-1	233448626	233448781	RNU4-77P
14	1	102865856	102865963	RNU6-1316P
12	1	53965965	53966061	RF01906
15	-1	84852498	84852615	RF00402
3	1	91356755	91356914	RF01699
19	1	55737285	55737600	RN7SKP109
19	1	4127492	4127732	RF00017
19	1	17972025	17972117	RNA5SP468
17	-1	49966075	49966176	RNU6-1313P
2	1	38147415	38147521	RNU6-951P
4	1	42892396	42892618	RN7SKP82
1	1	26006006	26006130	RF00492
3	-1	96608814	96608917	RNU6-1094P
12	1	121107043	121107174	RF00156
12	1	33576095	33576200	RNU6-400P
10	1	105534659	105534765	RNU6-463P
7	1	74895816	74895917	RF00019
1	-1	24777873	24777979	RNU6-1208P
1	-1	210374154	210374267	RNU5A-8P
10	-1	13511206	13511313	RF00019
8	1	66653469	66653576	RF00019
11	-1	83041464	83041598	SNORA70E
7	1	130488304	130488538	RF02149
15	1	25083588	25083679	SNORD116-17
22	1	30972857	30973093	RF01891
7	1	73095357	73095458	RF00019
3	1	181699608	181699883	RF01953
2	-1	94846533	94846639	RNU6-1320P
15	-1	75121536	75121666	RF00601
11	-1	440399	440693	RN7SL838P
8	1	117017946	117018248	RN7SL228P
11	1	9680924	9681238	RN7SKP50
8	1	8961575	8961708	RF00156
1	1	181771566	181771644	RNA5SP70
1	-1	44731055	44731170	RNU5D-1
3	-1	139584105	139584445	RN7SKP124
2	-1	206701065	206701185	RF00019
10	1	113820459	113820590	RF00560
10	-1	154831	154943	RNA5SP297
X	1	64210691	64210988	RN7SL799P
5	1	104098874	104099038	RNU1-140P
X	1	106426568	106426669	RF00019
4	1	154787118	154787278	RNU2-66P
1	1	218129795	218129952	RNU1-141P
17	1	75031097	75031186	RNU6-362P
13	1	72567213	72567380	RF02271
9	-1	99185587	99185866	RN7SL794P
7	-1	92202243	92202334	RF00019
17	-1	45327366	45327497	RNA5SP443
17	-1	43607436	43607723	RF00017
3	1	49270132	49270239	RF00019
15	1	70193236	70193341	RNU6-745P
13	1	51565412	51565509	RNU6-65P
6	1	156378750	156378824	SNORD28B
22	-1	21389796	21389938	RF00492
13	-1	27989296	27989584	RN7SL272P
14	1	51244090	51244224	RF00156
2	1	133596091	133596399	RN7SKP93
19	1	15834730	15834804	RF02202
6	1	24166273	24166374	RF00218
5	-1	178619728	178619998	RN7SKP70
12	-1	6967337	6967606	SCARNA12
10	1	2199387	2199488	RNU6-576P
17	1	60899891	60900185	RN7SL448P
1	-1	209623444	209623510	MIR4260
10	-1	101601417	101601497	MIR3158-2
11	-1	46753125	46753192	MIR5582
11	1	111347757	111347824	MIR4491
12	-1	48654444	48654530	MIR1291
12	-1	57748618	57748682	MIR6759
12	-1	112163258	112163321	MIR6861
11	-1	72072228	72072302	MIR3165
14	-1	36952309	36952391	MIR4503
12	-1	116148560	116148654	MIR620
14	-1	67441855	67441930	MIR5694
15	1	41691585	41691678	MIR626
13	1	98208524	98208600	MIR3170
15	-1	55372940	55373034	MIR628
14	1	101056219	101056300	MIR323B
15	1	79209788	79209871	MIR184
15	1	21513959	21514040	MIR5701-2
15	-1	85770496	85770578	MIR1276
15	-1	68801850	68801925	MIR4312
16	1	2271747	2271840	MIR940
16	1	81611348	81611408	MIR6504
17	1	42494773	42494830	MIR548AT
17	1	49510817	49510900	MIR6165
18	-1	11654885	11654941	MIR7153
17	-1	81125276	81125373	MIR657
19	1	11113474	11113534	MIR6886
19	-1	49500785	49500868	MIR150
19	1	18386562	18386634	MIR3189
19	-1	51206929	51207009	MIR8074
2	-1	110086433	110086523	MIR4436B1
2	-1	50696172	50696262	MIR8485
21	-1	40212352	40212431	MIR4760
2	-1	212426263	212426360	MIR548F2
22	-1	41252992	41253050	MIR6889
20	1	63919868	63919939	MIR941-5
5	-1	176629439	176629500	MIR4281
22	1	49962866	49962939	MIR6821
7	1	73711317	73711397	MIR4284
3	-1	127587111	127587176	MIR7976
7	1	136903167	136903294	MIR490
4	-1	86542482	86542552	MIR4452
4	-1	101240795	101240872	MIR8066
X	1	17425881	17425954	MIR4768
X	-1	138667711	138667793	MIR504
5	-1	88666853	88666939	MIR9-2
2	1	61605616	61605722	RNU6-1145P
7	1	71307674	71307768	MIR3914-2
9	-1	86258358	86258646	RN7SKP264
9	1	127785918	127786007	MIR2861
9	-1	134849609	134849682	MIR3689D1
9	-1	35657754	35658017	RMRP
1	-1	51836344	51836402	MIR761
6	1	38565950	38566055	RF00019
22	-1	17352881	17353177	RN7SL843P
11	-1	61792495	61792561	MIR611
7	1	75943782	75943916	SNORA14A
1	-1	38950825	38950925	RF00019
12	-1	25874020	25874079	MIR4302
1	-1	150812591	150812698	RNU6-1309P
12	1	128244506	128244573	AC061709.1
14	-1	64095024	64095125	MIR548H1
7	-1	138625060	138625179	RF00561
14	1	101023325	101023420	MIR411
19	1	9819954	9820094	RF00156
14	-1	31662039	31662143	RNU6-602P
14	1	101026020	101026107	MIR758
7	1	143290615	143290910	RN7SL535P
7	-1	102161120	102161337	AC005086.4
16	1	2445392	2445457	MIR6767
17	-1	64500774	64500839	MIR3064
11	1	118644000	118644079	MIR6716
17	-1	31963805	31963933	RNA5SP437
2	1	85367585	85367686	RF00019
12	-1	69584722	69584823	MIR3913-1
19	1	4445978	4446048	MIR4746
12	-1	123010667	123010728	MIR4304
X	1	71368666	71368968	RF00017
2	-1	25328640	25328721	MIR1301
16	1	4756338	4756633	RF00017
14	-1	54878113	54878193	MIR4308
2	-1	219058688	219058750	MIR3131
16	-1	21506049	21506135	MIR3680-1
1	1	27824538	27824643	RNU6-1245P
16	1	56245520	56245623	MIR3935
20	-1	10649636	10649695	MIR6870
15	1	25194921	25195001	SNORD115-14
19	1	7617439	7617505	MIR6792
21	1	8208844	8208904	FP671120.1
2	1	35471405	35471486	MIR548AD
4	1	29510635	29510737	RF00026
1	1	224305380	224305483	RNU6-1008P
21	1	23079284	23079392	MIR6130
21	1	8205315	8205406	MIR6724-1
22	1	30731557	30731641	MIR3200
18	-1	21928985	21929094	RNA5SP451
4	-1	8005301	8005381	MIR95
4	1	55798636	55798731	RNU6-276P
3	1	75630763	75630858	MIR1324
6	-1	156779678	156779731	MIR4466
6	1	149631437	149631549	RF00019
3	1	124374332	124374437	MIR6083
15	1	25266591	25266661	SNORD115-46
4	-1	112648004	112648071	MIR302D
8	1	27433370	27433434	MIR6842
7	1	37351143	37351242	RNU6-565P
6	1	32179816	32179876	MIR6833
2	-1	15950689	15950981	RN7SL104P
8	-1	27701673	27701767	MIR3622B
X	-1	11318614	11318686	MIR548AX
X	1	114823454	114823564	MIR448
12	-1	14553702	14553970	RN7SKP134
9	-1	127690687	127690795	MIR3911
19	1	38200234	38200532	RN7SL663P
8	-1	14487776	14487879	RNU6-397P
5	1	139276180	139276320	SNORA74D
3	-1	183258300	183258416	RNA5SP151
9	-1	97192923	97193025	RNU6-798P
14	-1	81202695	81202834	SNORA79
4	1	111331412	111331518	RNU6-289P
9	-1	62802320	62802438	RNA5SP283
6	1	106454828	106454929	RF00019
20	-1	30713240	30713346	RF00026
17	-1	2557753	2558094	RN7SL33P
15	1	25170723	25170804	SNORD115-1
4	1	164620732	164620837	RNU6-284P
X	-1	3532117	3532251	SNORA48B
9	1	101322477	101322533	RF00322
9	-1	19063656	19063786	SCARNA8
12	1	48809911	48810016	RF00019
7	-1	115207894	115207996	RF00019
22	1	30973417	30973597	RF01892
12	1	12972053	12972143	RF00604
1	-1	228623667	228623785	RNA5S7
8	-1	30043801	30043908	RNU6-1218P
6	-1	128761717	128761808	RF00019
2	1	170690564	170690742	RF02271
2	1	201808681	201808782	RF00019
2	-1	218916184	218916287	RNU6-642P
4	1	59533786	59533898	RF00019
7	1	27186892	27187124	RF02140
1	1	173808489	173808622	RF00019
8	1	9091240	9091508	RF00017
3	1	186787612	186787749	SNORA4
